Organization Name,Emission Year,Facility Name,Source Name,Activity Type,Fuel Type,Fuel,End Use Sector,Technology,CO2e
California Department of Forestry and Fire Protection,2014,Butte Unit,Diesel fuel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),689.47109
California Department of Forestry and Fire Protection,2014,Butte Unit,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,194.8326284
California Department of Forestry and Fire Protection,2014,Butte Unit,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Commercial,Unspecified Technology,56.02537741
California Department of Forestry and Fire Protection,2014,Butte Unit,Natural gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,0.110398068
California Department of Forestry and Fire Protection,2014,CDF Leased Offices,Diesel fuel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Light Duty Trucks,Model Years 1996-2011,
California Department of Forestry and Fire Protection,2014,CDF Leased Offices,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2011)",309.52134
California Department of Forestry and Fire Protection,2014,CDF Leased Offices,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,339.7094493
California Department of Forestry and Fire Protection,2014,CDF Leased Offices,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Commercial,Unspecified Technology,
California Department of Forestry and Fire Protection,2014,Davis Equipment Facility,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2011)",5.0046
California Department of Forestry and Fire Protection,2014,Davis Equipment Facility,Diesel fuel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),14.88618
California Department of Forestry and Fire Protection,2014,Davis Equipment Facility,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,32.43835187
California Department of Forestry and Fire Protection,2014,Davis Equipment Facility,Natural gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,10.7402724
California Department of Forestry and Fire Protection,2014,Davis Equipment Facility,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Commercial,Unspecified Technology,1.215426576
California Department of Forestry and Fire Protection,2014,Fire Academy,Diesel fuel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),116.09791
California Department of Forestry and Fire Protection,2014,Fire Academy,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2011)",136.15146
California Department of Forestry and Fire Protection,2014,Fire Academy,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,249.5283942
California Department of Forestry and Fire Protection,2014,Fire Academy,Natural gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,62.4148668
California Department of Forestry and Fire Protection,2014,Fire Academy,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Commercial,Unspecified Technology,16.23462641
California Department of Forestry and Fire Protection,2014,Fresno-Kings Unit,Diesel fuel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),334.55107
California Department of Forestry and Fire Protection,2014,Fresno-Kings Unit,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2011)",243.9962
California Department of Forestry and Fire Protection,2014,Fresno-Kings Unit,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Commercial,Unspecified Technology,56.11219359
California Department of Forestry and Fire Protection,2014,Fresno-Kings Unit,Natural gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,
California Department of Forestry and Fire Protection,2014,Humboldt-Del Norte Unit,Diesel fuel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),730.60718
California Department of Forestry and Fire Protection,2014,Humboldt-Del Norte Unit,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2011)",550.75184
California Department of Forestry and Fire Protection,2014,Humboldt-Del Norte Unit,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,124.1332783
California Department of Forestry and Fire Protection,2014,Humboldt-Del Norte Unit,Natural gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,0.178004268
California Department of Forestry and Fire Protection,2014,Humboldt-Del Norte Unit,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Commercial,Unspecified Technology,74.82108124
California Department of Forestry and Fire Protection,2014,Lassen-Modoc Unit,Diesel fuel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),358.74877
California Department of Forestry and Fire Protection,2014,Lassen-Modoc Unit,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2011)",358.11864
California Department of Forestry and Fire Protection,2014,Lassen-Modoc Unit,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,85.10477347
California Department of Forestry and Fire Protection,2014,Lassen-Modoc Unit,Natural gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,0.695848716
California Department of Forestry and Fire Protection,2014,Lassen-Modoc Unit,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Commercial,Unspecified Technology,95.77272032
California Department of Forestry and Fire Protection,2014,Madera-Mariposa-Merced Unit,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2011)",195.34622
California Department of Forestry and Fire Protection,2014,Madera-Mariposa-Merced Unit,Diesel fuel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),642.88286
California Department of Forestry and Fire Protection,2014,Madera-Mariposa-Merced Unit,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,196.5356641
California Department of Forestry and Fire Protection,2014,Madera-Mariposa-Merced Unit,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Commercial,Unspecified Technology,95.62802668
California Department of Forestry and Fire Protection,2014,Madera-Mariposa-Merced Unit,Natural gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,
California Department of Forestry and Fire Protection,2014,Mendocino Unit,Diesel fuel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),299.50014
California Department of Forestry and Fire Protection,2014,Mendocino Unit,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2011)",293.97196
California Department of Forestry and Fire Protection,2014,Mendocino Unit,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,191.020688
California Department of Forestry and Fire Protection,2014,Mendocino Unit,Natural gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,0.041287392
California Department of Forestry and Fire Protection,2014,Mendocino Unit,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Commercial,Unspecified Technology,111.9639386
California Department of Forestry and Fire Protection,2014,Nevada-Yuba-Placer Unit,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2011)",595.74056
California Department of General Services,2013,Lease#5728001,,SEM: Purchased Electricity - Scope 2,N\A,N\A,N\A,N\A,24.0096686
California Department of Forestry and Fire Protection,2014,Nevada-Yuba-Placer Unit,Diesel fuel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),938.25816
California Department of Forestry and Fire Protection,2014,Nevada-Yuba-Placer Unit,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,144.8637464
California Department of Forestry and Fire Protection,2014,Nevada-Yuba-Placer Unit,Natural gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,0.25985538
California Department of Forestry and Fire Protection,2014,Nevada-Yuba-Placer Unit,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Commercial,Unspecified Technology,45.08653822
California Department of Forestry and Fire Protection,2014,Northern Region,Diesel fuel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),0
California Department of Forestry and Fire Protection,2014,Northern Region,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2011)",385.86344
California Department of Forestry and Fire Protection,2014,Northern Region,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,96.72336057
California Department of Forestry and Fire Protection,2014,Northern Region,Natural gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,0.066768264
California Department of Forestry and Fire Protection,2014,Northern Region,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Commercial,Unspecified Technology,0
California Department of Forestry and Fire Protection,2014,Nurseries and Communications,Diesel fuel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),2.38914
California Department of Forestry and Fire Protection,2014,Nurseries and Communications,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2011)",2.49352
California Department of Forestry and Fire Protection,2014,Nurseries and Communications,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,29.86126546
California Department of Forestry and Fire Protection,2014,Nurseries and Communications,Natural gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,2.4363768
California Department of Forestry and Fire Protection,2014,Nurseries and Communications,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Commercial,Unspecified Technology,0.774110974
California Department of Forestry and Fire Protection,2014,Riverside Unit,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Years 1987-1993)",626.90956
California Department of Forestry and Fire Protection,2014,Riverside Unit,Diesel fuel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),1277.15869
California Department of Forestry and Fire Protection,2014,Riverside Unit,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,385.641341
California Department of Forestry and Fire Protection,2014,Riverside Unit,Natural gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,0.200952288
California Department of Forestry and Fire Protection,2014,Riverside Unit,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Commercial,Unspecified Technology,74.28571478
California Department of Forestry and Fire Protection,2014,Sacramento Area Leased Facilities,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)",Uncontrolled,432.57304
California Department of Forestry and Fire Protection,2014,Sacramento Area Leased Facilities,Diesel fuel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),183.19803
California Department of Forestry and Fire Protection,2014,Sacramento Area Leased Facilities,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,0.139647817
California Department of Forestry and Fire Protection,2014,Sacramento Area Leased Facilities,Natural gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,86.8797072
California Department of Forestry and Fire Protection,2014,Sacramento Area Leased Facilities,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Commercial,Unspecified Technology,11.86487848
California Department of Forestry and Fire Protection,2014,San Benito-Monterey Unit,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2011)",426.54118
California Department of Forestry and Fire Protection,2014,San Benito-Monterey Unit,Diesel fuel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),700.02823
California Department of Forestry and Fire Protection,2014,San Benito-Monterey Unit,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,184.4416624
